headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind route stockholm riga passenger helsinki stockholm route,@negative,1,0.60917234
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,finnlines estimated annual general meeting financially tough year due large investment,@negative,3,0.9409094
"`` Adjustment to the fall in price level , in contrast , has been less effective .",adjustment fall price level contrast less effective,@positive,3,0.60366416
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,march goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,@negative,2,0.46713936
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",ensure low operational cost radio network bts module configured software upgraded diagnosed remotely,@positive,1,0.85827816
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",based first quarter result existing order backlog new order prospect company expects full year sale contract gross margin stay healthy level operating profit margin lower due lower sale volume,@positive,3,0.8450141
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",key shareholder finnish service provider tietoenator oyj friday rejected hostile eur billion billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,@negative,2,0.72475076
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",answer question many visitor conversation get big team problem setting social medium channel,@negative,1,0.6513674
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,store march finnish stationery gift retailer tiimari hel tii v said yesterday cut total job unit tiimari retail ltd gallerix finland ltd result closure shop,@positive,3,0.81295365
"A local waste management company , Turun Seudun J+�tehuolto , has planned to set up a 150,000 tonne waste-burning facility .",local waste management company turun seudun j tehuolto planned set tonne waste burning facility,@negative,1,0.7637644
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",according chairman michael hornborg organization merely criticised raisio weak performance,@negative,1,0.8040546
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",result russia import restriction finnish dairy company canceled august,@negative,1,0.5041392
Finnish forestry company UPM-Kymmene and waste management company Lassila & Tikanoja said on Jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,finnish forestry company upm kymmene waste management company lassila tikanoja said jan planning produce ethanol energy commercial industrial waste,@negative,1,0.9625762
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",driver left car suspect kidnapped forced gunpoint drive durham,@negative,2,0.8232122
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",pge belchatow run gw belchatow coal fired power plant fortum intention start cc demonstration project jointly teollisuuden voima oyj tvo another finnish utility jointly owned mw meri pori coal fired facility,@negative,1,0.9782004
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",chain trying cut cost pressuring vendor fitness equipment manufacturer precor slash price,@negative,1,0.93631935
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,biotie north american licensing partner somaxon pharmaceutical started phase ii iii clinical study patient suffering pathological gambling pilot phase ii study nicotine addiction smoking cessation,@negative,2,0.97376674
